"seller_id","seller_name","url","description","email","password","account_number","bank_name"
"S1212000017808","Upscale Emporium","https://www.UpscaleEmporiumKxL.com","Where happiness resides in:  Superstore .","Upscale Emporium@yahoo.com","19877827e7ca842f57f69d9d983083977df1a47ca8e1280b19d158753452d271","53393741","Natwest"
"S1212000018190","Quality Arena","https://www.QualityArenadck.com","Enhancing your lifestyle with:  Beauty & Grooming .","Quality Arena@yahoo.com","a18b391c3252427fbcfc8b0e9ff7a479c6e1557fbe764dc19415aad9f974a9f2","13007185","Natwest"
"S1212000019447","Premier Center","https://www.PremierCenterjCw.com","Forging connections through:  Entertainment, Mobiles & Tablets, Computing .","Premier Center@yahoo.com","5ebdcd0554ad1cce61c3766c45f25007ebc16629d282959f7697bf548ae8065a","77891927","HSBC"
"S1212000020748","Innovative Emporium","https://www.InnovativeEmporiumexF.com","Where luxury meets:  Appliances, Entertainment, Home & Living .","Innovative Emporium@gmail.com","aab998916c289d653d46494e93a6bc9f8199e944c3ce594cc69ccadc821f224a","62121810","Santander"
"S1212000021454","Innovative Station","https://www.InnovativeStationykj.com","Finding serenity in:  Superstore, Mobiles & Tablets .","Innovative Station@outlook.com","e00bfad9350521699ca4cc21d1acbc783e3fefa779171952343488ea4396c4b4","23925437","Barclays"
"S1212000022939","Opulent Galaxy","https://www.OpulentGalaxyoY7.com","Curating the best of:  Women's Fashion, Superstore .","Opulent Galaxy@hotmail.com","6f639b7c68fdc326b26178692a7036996f968a72308f5290ccfc2ff5f46ff110","36017243","Barclays"
"S1212000023125","Glamorous Fortress","https://www.GlamorousFortressEjS.com","Crafting memories with:  Mobiles & Tablets .","Glamorous Fortress@outlook.com","fab29996faa322e666ae8f87c220d632bc278e2e635dacbcd63bf344c996aea9","82038054","Barclays"
"S1212000024618","Reliable Warehouse","https://www.ReliableWarehouse6xI.com","Discovering treasures in:  Home & Living, Beauty & Grooming, Mobiles & Tablets .","Reliable Warehouse@outlook.com","3b371b96615adda788db3a5986cebe8e27d9893c47c0d95e02e5d9eb2fff81a9","16863399","Natwest"
"S1212000025525","Fantastic Stores","https://www.FantasticStoresXjh.com","Your destination for finding:  Entertainment, Books .","Fantastic Stores@outlook.com","ed0f476360b22470dd5c2607db859a3e4433c0996925925892a04c3478472338","08375060","Santander"
"S1212000026748","Elegant Base","https://www.ElegantBaseRPF.com","Where luxury meets:  Health & Sports, Beauty & Grooming .","Elegant Base@hotmail.com","7c0fb566d66dc05c2f267c1e535614ab10b7abda7beafd7931a14faff1782c6e","25717130","HSBC"
"S1212000027865","Innovative Galaxy","https://www.InnovativeGalaxyMgL.com","Where tradition meets:  Books, School & Education, Computing .","Innovative Galaxy@hotmail.com","24ff3200689b2b29dcf1845852fedb48fa936c9c1b526008076ee421f99e3037","53769914","Natwest"
"S1212000028310","Opulent Heaven","https://www.OpulentHeavenqtG.com","Shaping the future with:  Men's Fashion, Entertainment, Beauty & Grooming .","Opulent Heaven@outlook.com","89e19b693d9b5b681360fbbc1df08c693302b2655f6b2aa5a163854e7f0d9f97","13705725","Barclays"
"S1212000029689","Advanced Arena","https://www.AdvancedArenaKjS.com","Crafting a legacy with:  Appliances .","Advanced Arena@hotmail.com","c523eae294227171893feb5f8db0499ddf264b1c2e2d80810f7425006eebfd1d","51564053","Barclays"
"S1212000030692","Wholesome Palace","https://www.WholesomePalacejbo.com","Unleashing potential through:  Appliances, Health & Sports, Women's Fashion .","Wholesome Palace@yahoo.com","c8fa029bcfb83aa10bd0392b05897b1ecea2c130a7b6f63dc01e55f26128b023","13309580","HSBC"
"S1212000031654","Fashionable Hub","https://www.FashionableHubwUN.com","Transforming lives through:  Kids & Baby, Mobiles & Tablets .","Fashionable Hub@outlook.com","009ac3326763dbc6a9213fd7471552976813c6b3e7537ab58ab2374541f23a0a","16561459","Natwest"
"S1212000032970","Exquisite Traders","https://www.ExquisiteTradersIbf.com","Crafting memories with:  Entertainment, Mobiles & Tablets .","Exquisite Traders@hotmail.com","6d4c83d3025d89e6abf39df2fa913784bbc37c6f20ddcce63af1abeaed0370f2","76530104","Lloyds"
"S1212000033472","Timeless Warehouse","https://www.TimelessWarehouseT6U.com","Fulfilling your needs for:  Entertainment, Superstore .","Timeless Warehouse@yahoo.com","e8d82fd9a21f236d3b7f53bf8b7e4f6deb9567e842871f4a0b9a226267dadcda","78009918","Barclays"
"S1212000034943","Chic Lab","https://www.ChicLabYiw.com","Unveiling the beauty of:  Health & Sports, Women's Fashion, School & Education .","Chic Lab@gmail.com","c32f7d9ecd34ad2e062e34cd2ecd93751e0042a445d2a74db4b213e0e61fc1a7","38038108","Lloyds"
"S1212000035242","Perfect Grove","https://www.PerfectGroveyov.com","Where tradition meets:  Health & Sports .","Perfect Grove@outlook.com","154a0465a4e4e4e1ed82dacdbcfae36285ef4c7ebec5cff813cb343e7b527187","65267300","Lloyds"
"S1212000036643","Smart Territory","https://www.SmartTerritoryVhC.com","Enabling your journey with:  Beauty & Grooming, Home & Living, Men's Fashion .","Smart Territory@hotmail.com","c052fc45170b72477d257f3849a830c9c9698a09b27b2af2504e8eb32716166e","83428705","Natwest"
"S1212000037589","Glamorous Distributors","https://www.GlamorousDistributorsOu2.com","Unlocking the potential of:  Women's Fashion, School & Education .","Glamorous Distributors@gmail.com","4de0c4515bf1b0783dd7588e282e05cee2e21634452f3a3c42019081aaf238d3","48984033","Lloyds"
"S1212000038720","Special Merchants","https://www.SpecialMerchantsViH.com","Elevating your experience with:  Superstore .","Special Merchants@gmail.com","e03f4d074998ec4e35746888e4d92a3642345e31b64053140764a646aa41bdf5","19424509","Barclays"
"S1212000039874","Creative Lab","https://www.CreativeLab3OQ.com","Empowering you with:  Men's Fashion, Superstore, Health & Sports .","Creative Lab@hotmail.com","1a639a9d8ed365582aa2f16edfe688c7dff2bf308a1bd41fb5078e245e1d695b","61831962","Natwest"
"S1212000040941","Creative Station","https://www.CreativeStation3kd.com","Where comfort meets:  Superstore, Women's Fashion, School & Education .","Creative Station@hotmail.com","300594ed7440dd04431e00bb7c7e99da19c6d43149805d0194abb5e348992234","72425647","Barclays"
"S1212000041122","Vintage Galaxy","https://www.VintageGalaxyg3X.com","Elevating your experience with:  School & Education, Computing, Health & Sports .","Vintage Galaxy@aol.com","63919aca6d1731b3cd6a11651f777bb3ba19c8ad4e4f44912d862de874025faa","72903338","HSBC"
"S1212000042408","Stylish Hive","https://www.StylishHive7k1.com","Empowering you with:  School & Education, Beauty & Grooming, Home & Living .","Stylish Hive@gmail.com","df18882f6316fa88f48f5e3e2c88ab2484c5c2e82378de8c9ddb61e011877f1e","46403109","Barclays"
"S1212000043234","Prime Room","https://www.PrimeRoomGk7.com","Where innovation thrives:  Home & Living, Computing .","Prime Room@hotmail.com","6158e7b624a5c8c7d29be824322906851066657d240a1407aed5a175c066d199","13391752","Natwest"
"S1212000044920","Exquisite Market","https://www.ExquisiteMarket5Lu.com","Transforming lives through:  Mobiles & Tablets, Superstore, Computing .","Exquisite Market@aol.com","423051151a1ef5f91a769d5d3e345278359e651ab0a843ceaca7433aaa307444","31017461","Barclays"
"S1212000045323","Fashionable Square","https://www.FashionableSquarej4X.com","Where elegance meets:  Entertainment .","Fashionable Square@outlook.com","0d1ad5749f83fe24010121490f1d0d1c68ace783e6382de094c7e69c95013f2e","48687890","HSBC"
"S1212000046265","Exquisite Hive","https://www.ExquisiteHivecIH.com","Explore our selection of:  School & Education, Women's Fashion, Men's Fashion .","Exquisite Hive@yahoo.com","37faa6f8a4c439bec312d114b53e697225a3e9d472e97d064248a5f72e8690a3","96042162","Santander"
"S1212000047316","Premium Fortress","https://www.PremiumFortress5NB.com","Crafting a legacy with:  Books .","Premium Fortress@aol.com","6b0cbb58ff4a85745391a53a76658dcac19d1187e0e65170fd7e8cda9eadea18","18988739","Santander"
"S1212000048389","Flawless Emporium","https://www.FlawlessEmporiummhb.com","Your destination for finding:  Superstore, School & Education, Appliances .","Flawless Emporium@hotmail.com","4bc1bb5d4b09dc349cf7e6fbe0ba348d2de634cce30107d36765ba183981dfed","23693042","Santander"
"S1212000049680","Global Center","https://www.GlobalCenter6fw.com","Bringing you the best in:  Men's Fashion .","Global Center@hotmail.com","3dd4558f92c78495035b5e9ba106a289cd9b4b5c8f4c20c2a8e79efd944607c6","30420082","Santander"
"S1212000050171","Advanced Heaven","https://www.AdvancedHeavenqFn.com","Explore our selection of:  Superstore .","Advanced Heaven@gmail.com","4bba1959c347782eca62c86437a656a558ee9f8a2707dc7f8200b30229804e70","35882709","Santander"
"S1212000051687","Majestic Warehouse","https://www.MajesticWarehousegmh.com","Weaving dreams with:  Books, Computing .","Majestic Warehouse@outlook.com","ed32474f4a78e1778e4e3739a37fec82895918903777dce3487a612e0723c980","06564790","Natwest"
"S1212000052674","Premier Tower","https://www.PremierTowerLkP.com","Setting the standard with:  School & Education, Men's Fashion, Mobiles & Tablets .","Premier Tower@outlook.com","44afbbde6eb808f21e18add2ae8eb94a6adf4d9ef3d40ffa6b1fb879446a502b","09723742","Lloyds"
"S1212000053240","Trendy Haven","https://www.TrendyHavenqg2.com","Bringing joy through:  Kids & Baby, Books .","Trendy Haven@outlook.com","d8a3593ac851e674aacfffba5cc4324dba1f411eab9db5f6f78c1a5f07ffdea5","90031487","Natwest"
"S1212000054821","Premier Lab","https://www.PremierLabR7s.com","Where tradition meets:  Health & Sports, Appliances, Men's Fashion .","Premier Lab@aol.com","254264f1b3dedc2f8b01d9fb7d4027fe8187eb4a90980d6e844c40be93887835","41931138","Lloyds"
"S1212000055964","Fantastic Spot","https://www.FantasticSpotWNo.com","Crafting dreams with:  Home & Living .","Fantastic Spot@yahoo.com","dd4c837e6461507db259a526a42afee6f749886593e2fe7b23ae3cfed060486d","13196396","Natwest"
"S1212000056958","Vintage Shops","https://www.VintageShopsTnz.com","Forging connections through:  Mobiles & Tablets .","Vintage Shops@aol.com","f6c8eb8386e452822846d8407b2d9639fb22dd85ecdd2a414faa06f740e976df","11590776","Lloyds"
"S1212000057252","Vintage Hive","https://www.VintageHiveAqG.com","Where quality meets:  Kids & Baby, Health & Sports .","Vintage Hive@yahoo.com","5142e9fd91becb1c3095cad24cc47c2a249b9c94a6ceedf5bad99bca96c486f3","97929106","Santander"
"S1212000058393","Prime Square","https://www.PrimeSquareXrt.com","Your one-stop shop for:  Beauty & Grooming .","Prime Square@gmail.com","d70202b32e678e17220a9af4ac6a4555c121dc95e117f346fef986e86210c079","53608863","Santander"
"S1212000059376","Exquisite Corner","https://www.ExquisiteCornerAPj.com","Finding serenity in:  Home & Living, Superstore, Men's Fashion .","Exquisite Corner@hotmail.com","956ece60f285bac79f3a1d3b58cc44a844f6192d1885f9415e1eb43a2ee97bbf","61933061","Barclays"
"S1212000060562","Vibrant Territory","https://www.VibrantTerritory0iE.com","Empowering you with:  Books, Entertainment, Beauty & Grooming .","Vibrant Territory@yahoo.com","ea9e4a1003b9cee028b8978c2317d3a44cafd3b7753619818523d1edb5bed2d3","56732073","Barclays"
"S1212000061140","Stylish Mansion","https://www.StylishMansions22.com","Creating wonders with:  Appliances, Mobiles & Tablets .","Stylish Mansion@yahoo.com","c9dd190753b340e9682ba70b9630d983fd2899b73e3b04290e7120c02a8882f4","72046941","Santander"
"S1212000062530","Eco-friendly Fortress","https://www.Eco-friendlyFortressXrR.com","Fulfilling your needs for:  Mobiles & Tablets .","Eco-friendly Fortress@outlook.com","d7dc8db79e7c776a1db704941fa63537b9fc828a24df33a1814b3b02ec090404","93731306","HSBC"
"S1212000063189","Advanced Center","https://www.AdvancedCenterRBu.com","Empowering you with:  Health & Sports .","Advanced Center@aol.com","04946efad7683f7624b7719011a369f72eaa81ea917f53ed246aa436cb83d934","54616130","Barclays"
"S1212000064415","Dynamic Club","https://www.DynamicClubC3J.com","Discover the world of:  Books .","Dynamic Club@gmail.com","12bdfb347c272f9f9def1a124f8ec3d5f6f76ad3068c57d6d06926d31ec219e0","46710210","Natwest"
"S1212000065322","Vintage Station","https://www.VintageStationtwP.com","Connecting you to:  Superstore, Appliances .","Vintage Station@outlook.com","cc064a6a7292ae096903efa41991b0632c00f9ee62a9fd86fb7dc5ca6692e101","92901361","Natwest"
"S1212000066627","Eco-friendly Empire","https://www.Eco-friendlyEmpireebr.com","Capturing the essence of:  Superstore .","Eco-friendly Empire@outlook.com","d589f5371662637284986b1d35fbdccb051745cf7af894e54dde0998f0bb4628","90072760","Natwest"
"S1212000067215","Splendid Merchants","https://www.SplendidMerchantsl9m.com","Fulfilling your needs for:  Beauty & Grooming .","Splendid Merchants@yahoo.com","b9eed1fdd4d1f506d708c4edeab9dac3b1ce7b10464738d98403c6ae0a304a38","96756589","Santander"
"S1212000068705","Trusted Hub","https://www.TrustedHubQYL.com","Where dreams become reality:  Kids & Baby .","Trusted Hub@aol.com","070a6e33bc5c06eada39684e18a39dffa1d691e4cefb107735d2900bd4af6423","43546928","HSBC"
"S1212000069873","Vibrant Station","https://www.VibrantStationrji.com","Where adventure awaits in:  Beauty & Grooming .","Vibrant Station@gmail.com","2533d3a446f298b577bd42f0a87496d68a3776e71ca6dba16a49636f2547b9a0","01909315","Natwest"
"S1212000070846","Unique Collections","https://www.UniqueCollectionsICv.com","Inspiring greatness with:  Superstore, School & Education, Books .","Unique Collections@hotmail.com","7ea5f1960664b0b634b3c84f6fb5c49b92e1c64536c61d0bdd8f71cd39e0d39d","83657582","Natwest"
"S1212000071555","Inspiring Forum","https://www.InspiringForumshS.com","Connecting you to:  Appliances, Home & Living .","Inspiring Forum@hotmail.com","252a0f290194efbc84dc06cbbaa8d25ca94ca7cd1ea5b547ad9713c7179f9b33","58729131","HSBC"
"S1212000072697","Vintage Mart","https://www.VintageMartGb7.com","Specializing in:  Entertainment, School & Education .","Vintage Mart@gmail.com","826585e406689f14cf2353b5e54d7f42f2e1b26259aa74ad9a94cb2e55971aca","65589821","Santander"
"S1212000073953","Creative Cave","https://www.CreativeCaveQ89.com","Transforming lives through:  School & Education, Books .","Creative Cave@outlook.com","381f2242bcc495da470334ec277933f307f12f719e7bc04821ae54e167c42cab","74461039","Lloyds"
"S1212000074138","Dynamic Boutique","https://www.DynamicBoutiqueVeu.com","A seller that provides:  Home & Living, Beauty & Grooming, Kids & Baby .","Dynamic Boutique@hotmail.com","9e649581ed731662529ab27e34337288c9b2594b35d435748a146ab09e5667f1","31456666","Santander"
"S1212000075258","Eco-friendly Haven","https://www.Eco-friendlyHavenEJA.com","Bringing you the best in:  Computing, Books, Superstore .","Eco-friendly Haven@hotmail.com","3f33a27d8d29ee55fbad557406e1a7261fef6744b82cc46f1e6e4b985b7a2c96","62595003","Barclays"
"S1212000076851","Special Mart","https://www.SpecialMartwco.com","Inspiring greatness with:  Women's Fashion, Computing .","Special Mart@gmail.com","53a60b5e3458dbd6394089133a2468a5f52c049aa9d4c27dea5f2b4883d5f694","40021808","Lloyds"
"S1212000077308","Wholesome Cave","https://www.WholesomeCavePM5.com","Weaving dreams with:  Health & Sports, Books .","Wholesome Cave@aol.com","ba54da98470fe04f5a1631014fee4f2c16577d5c72814d8fbd0047bc1adb8eb9","18931936","HSBC"
"S1212000078473","Innovative Solutions","https://www.InnovativeSolutionsgHE.com","Elevating your experience with:  Entertainment .","Innovative Solutions@outlook.com","b46a27bca63cd4fb6a0de17459b5b2d547a73adc52c5fe946cc35c67452702ad","38256256","Santander"
"S1212000079917","Prime Nest","https://www.PrimeNestrrI.com","Nurturing growth with:  Kids & Baby .","Prime Nest@hotmail.com","f000130fba421ff6674b5f6df51c450931f63f4849d1f6f006a7e127df89ee20","50824564","HSBC"
"S1212000080133","Exquisite Galaxy","https://www.ExquisiteGalaxyNTi.com","Unlocking the potential of:  Entertainment .","Exquisite Galaxy@yahoo.com","deadb24889bbe688a0d87721f2984cbbc76dacceec84ff659d2f7e5948432ca7","34255193","Barclays"
"S1212000081615","Modern World","https://www.ModernWorldoqg.com","Curating the best of:  Superstore, Home & Living, Appliances .","Modern World@outlook.com","d0e015891444de78e5421267bda7e819d426e1e5fe31d1ef274f82b65b33814b","79189497","Natwest"
"S1212000082112","Luxury Room","https://www.LuxuryRoomDha.com","Discover the world of:  Beauty & Grooming .","Luxury Room@yahoo.com","ec0adf65d1dc078882630d3197b740788bf803c9cc70a82e332569179345c53f","89939915","Santander"
"S1212000083168","Sustainable Sanctuary","https://www.SustainableSanctuaryiIy.com","Your one-stop shop for:  Women's Fashion .","Sustainable Sanctuary@outlook.com","3b42abdccbdcb500d3417bab8e39e0d29b20e7396ed7d3f815173838771ecde7","87111671","Santander"
"S1212000084994","Global Fortress","https://www.GlobalFortressbkd.com","Unleash your passion for:  Kids & Baby, Appliances, Beauty & Grooming .","Global Fortress@outlook.com","327dd9a3d0ef8cb00bc436eed445288d92537638f0eaaf7a92bff43653d8f501","51157880","HSBC"
"S1212000085854","Inspiring Forum","https://www.InspiringForumNtk.com","Where happiness resides in:  Beauty & Grooming, Health & Sports .","Inspiring Forum@gmail.com","a8a1444bf361c5fda396759a26e8399887c984e413cda5b9ada675abb162edb2","81195120","HSBC"
"S1212000086508","Chic Territory","https://www.ChicTerritory7r1.com","Where passion meets:  Superstore .","Chic Territory@aol.com","c667a2323b6bb91f2dca1c4396f59226a2a2d586369a330412f55d17af6c10c7","11550983","HSBC"
"S1212000087407","Splendid Spot","https://www.SplendidSpotncB.com","Your one-stop shop for:  Kids & Baby, School & Education, Appliances .","Splendid Spot@hotmail.com","66f6db4e86307ac6e44f9e9c33496aa5419561fb9c78bff379d13355e950fc97","93686958","Natwest"
"S1212000088377","Luxury Warehouse","https://www.LuxuryWarehouse2cT.com","Experience the magic of:  School & Education, Health & Sports .","Luxury Warehouse@hotmail.com","b35d1a8fdb21347aaa01e118791d706bd91d999f6d06bd07df701f3e934678a4","32051572","Santander"
"S1212000089188","Vintage Heaven","https://www.VintageHeavenBCM.com","Crafting excellence with:  Kids & Baby, Appliances, Computing .","Vintage Heaven@aol.com","62839e59deb79f6b8544dfb45a5c887525a66475de87ff0a813cb3d70d421906","67759353","Lloyds"
"S1212000090636","Upscale Goods","https://www.UpscaleGoodswow.com","Where quality meets:  Kids & Baby, Books, School & Education .","Upscale Goods@outlook.com","9a29dd7f00e027e730f351ac2377d318e6e8f3d3ea99f986eda1fcf3702f7218","83769303","Natwest"
"S1212000091390","Timeless Stores","https://www.TimelessStores2xN.com","Crafting experiences with:  Appliances, Health & Sports, Books .","Timeless Stores@yahoo.com","369add80f473ce5498c7bf99caaa1102275961eb985283b456f8f6c5d67be740","32011380","HSBC"
"S1212000092523","Vintage Traders","https://www.VintageTradersGK7.com","Unlocking the potential of:  Appliances .","Vintage Traders@hotmail.com","2fc32d43ff579fe930dfbbe24b93525091ed18952a2c0c5be34982cc3dbea1e8","03923061","Natwest"
"S1212000093979","Dynamic Forum","https://www.DynamicForumC4W.com","Embrace the beauty of:  Entertainment, Appliances .","Dynamic Forum@aol.com","bb6d3db620afcf99b4ff52c26c61e0b310caf7ac6e92d6fdb0836d1b157ac4cd","39542217","Lloyds"
"S1212000094385","Flawless Coast","https://www.FlawlessCoastfyP.com","Elevating everyday life with:  Men's Fashion, School & Education .","Flawless Coast@yahoo.com","ed096c7bf57283360388962d5cd7265330e4bff8718701e81118ae5fbd3a1859","39986424","Santander"
"S1212000095770","Upscale Deals","https://www.UpscaleDealszxR.com","Where tradition meets:  Entertainment .","Upscale Deals@outlook.com","7dd956baec4a11c5418d1469def5845145ca4a21a1ddadcb33eefcb0b38ca939","53268751","Lloyds"
"S1212000096220","Modern Center","https://www.ModernCenterFhp.com","Where quality meets:  Kids & Baby, Computing, Superstore .","Modern Center@outlook.com","c5b95130942336f8311da26cd936bb1478d47361bac04db5623812c55df788c0","73115292","Barclays"
"S1212000097209","Fresh Sanctuary","https://www.FreshSanctuaryMFM.com","Enhancing your lifestyle with:  Superstore, Entertainment, Computing .","Fresh Sanctuary@gmail.com","d8cd747183fbe4256c031835426c11df5fc4ce832de481308ceafd9a414cfadd","15416749","Barclays"
"S1212000098257","Prime Outfitters","https://www.PrimeOutfittersaD5.com","Unleashing potential through:  Mobiles & Tablets, Computing .","Prime Outfitters@outlook.com","4db0104ef0027282ee06b74d6ad5c0e0b45e1dbc9432c2057e5a7e4eb52fc7f9","40862900","HSBC"
"S1212000099163","Creative Warehouse","https://www.CreativeWarehousey3Q.com","Crafting memories with:  Appliances, School & Education, Kids & Baby .","Creative Warehouse@yahoo.com","4fbed9a60f3d227b9a8e034ddcc588f686a474dc8efe90bc7cf839e7fe678ef2","38951144","Barclays"
"S1212000100582","Elegant Boutique","https://www.ElegantBoutiquec3v.com","Weaving dreams with:  Entertainment .","Elegant Boutique@outlook.com","580874aa13d41d35e0657ee0cb8fd942123e354290aee021992bd94da7eda4b5","25613720","Barclays"
"S1212000101576","Eco-friendly Emporium","https://www.Eco-friendlyEmporiumqtI.com","Bringing joy through:  Books, School & Education .","Eco-friendly Emporium@outlook.com","fdf768f1d9e647f515244d4b3326cc12f987a605b087a79c7c9c071e4acdf30e","35102730","Natwest"
"S1212000102579","Premier World","https://www.PremierWorldnK2.com","Where elegance meets:  Beauty & Grooming .","Premier World@gmail.com","362005c69514dd93b27f072cb06e45a46a12da64739782985bfdff2bbc976bf8","04475766","HSBC"
"S1212000103810","Stylish Palace","https://www.StylishPalaceXxD.com","Where adventure awaits in:  Books, Computing .","Stylish Palace@yahoo.com","6896f6fd06e5f244e240f64591390a5cd4336bf4913dade5be28e057686b1277","54834097","Barclays"
"S1212000104166","Timeless Base","https://www.TimelessBaseht3.com","Unlocking the potential of:  Computing, Women's Fashion .","Timeless Base@yahoo.com","da6363b9eb41c92b089be299b525ec825453611980e877cba522d6b45d86134c","24434184","Barclays"
"S1212000105762","Dynamic Outfitters","https://www.DynamicOutfittersjvX.com","Embrace the beauty of:  Appliances, Men's Fashion .","Dynamic Outfitters@yahoo.com","e8f0f69d218c7033327de1dccd370080b9a89426b20aa89a6799d817ec7606ec","00740217","Santander"
"S1212000106989","Special Mansion","https://www.SpecialMansionqiI.com","Explore our selection of:  Appliances .","Special Mansion@hotmail.com","7838cd228de62d249ccc833d8153fa421937acac9cb8b56fbda865ea936a60e0","25437398","Lloyds"
"S1212000107946","Luxury Galaxy","https://www.LuxuryGalaxyKu4.com","Elevating everyday life with:  Computing .","Luxury Galaxy@gmail.com","64d5c5c96bf04bc9bd415780261b9233a74c9c899cb4ad33ed0cdb05dd182d6d","42468758","Natwest"
"S1212000108184","Dynamic Emporium","https://www.DynamicEmporiumpZz.com","Connecting you to:  Home & Living .","Dynamic Emporium@aol.com","e91fbd7fd2a4bb418e87f5bc8fc5e20cde41fd324a0f31fd44a4d740944717d0","22711928","HSBC"
"S1212000109264","Creative Center","https://www.CreativeCenterII1.com","Where elegance meets:  School & Education .","Creative Center@aol.com","4064571520690a7d553c8cfa77f4757634dcc0263a8f06fc2b1c7ad2e6eeec9a","51211507","Lloyds"
"S1212000110747","Dynamic Station","https://www.DynamicStationzmJ.com","Explore our selection of:  Women's Fashion .","Dynamic Station@outlook.com","8e25ea032bd55f56cd7109b885d3a6b6653739fba1f43e053adfef2a9393922a","48221077","HSBC"
"S1212000111150","Sustainable World","https://www.SustainableWorldU2y.com","Finding serenity in:  Health & Sports .","Sustainable World@outlook.com","ee277da369f81207b4ff3446794720932e1dc15abdd2d1959a8134125d8e4246","67908651","Barclays"
"S1212000112173","Quality Arena","https://www.QualityArenaBYC.com","A seller that deals with:  Books .","Quality Arena@aol.com","ec1aea6326108fa0b0f7d24a6ee62170018541107a8fb6485a467f8f434f3d52","51315521","Lloyds"
"S1212000113277","Majestic Center","https://www.MajesticCentermR1.com","Shaping the future with:  Appliances .","Majestic Center@gmail.com","67206b48bac993a2e712c2f553ec6f378a6a83bd382d151cd38df6836c399975","73851087","Lloyds"
