seller_id,seller_name,url,description,email,password,account_number,bank_name
S1212000026748,Elegant Base,https://www.ElegantBasepsh.com,"Where elegance reigns in:  Home & Living, School & Education, Appliances .",ElegantBase@example.com,7407967cb41ec5def6e219b41a0d2952278f4be4ed1f4f617282268df5aa510a,48782521,Lloyds
S1212000027865,Innovative Galaxy,https://www.InnovativeGalaxyE5K.com,"Bringing you the best in:  Superstore, Mobiles & Tablets .",InnovativeGalaxy@example.com,fc7bc75ceb209e4ccf9b14e478b0ff6a0eee5640ecdea199857593189de496f5,15495076,Barclays
S1212000028310,Opulent Heaven,https://www.OpulentHeavenMZV.com,"Building a world of:  Mobiles & Tablets, Computing .",OpulentHeaven@example.com,4f0724ea2042aad57907fa563fe0079556762ec1b1eea371cfa0f815df2f677d,86319005,Natwest
S1212000029689,Advanced Arena,https://www.AdvancedArena79p.com,Elevating everyday life with:  Men's Fashion .,AdvancedArena@example.com,eed9723a9cf02945af6ec424a20bd340193635f623fc2f54f5947dd0b1645b6a,19910177,Lloyds
S1212000030692,Wholesome Palace,https://www.WholesomePalaceikQ.com,"Enhancing your lifestyle with:  Mobiles & Tablets, Computing .",WholesomePalace@example.com,41d08c31aab674c19a7be1fca83650a2d7bcec6368ec696e850e41eeb6d448ff,51497164,Barclays
S1212000031654,Fashionable Hub,https://www.FashionableHubYD8.com,Pioneering new frontiers in:  School & Education .,FashionableHub@example.com,06ad4ac4d1e4411840e1dd8168608208bfaec352442da864a98b0c28f32fae6f,38913092,Lloyds
S1212000032970,Exquisite Traders,https://www.ExquisiteTradersj28.com,Elevating everyday life with:  Books .,ExquisiteTraders@example.com,0690519e5cbc1b3c16e3b70a207967c96d37a02d6636f0138475d50d2440b84b,99043538,Santander
S1212000033472,Timeless Warehouse,https://www.TimelessWarehouseH49.com,"Elevating your experience with:  Beauty & Grooming, Home & Living, Appliances .",TimelessWarehouse@example.com,913219bf67a59babdf65aea4bfef4c7d02fc655e721c2a1392890e642969cb43,36447216,Lloyds
S1212000034943,Chic Lab,https://www.ChicLabLtT.com,"Shaping the future with:  Women's Fashion, Home & Living, Beauty & Grooming .",ChicLab@example.com,67097caef4e574585522b94a838484763ec73ad5888146bd394930e88ba2a540,31224431,Santander
S1212000035242,Perfect Grove,https://www.PerfectGrovenfr.com,Curating the best of:  Women's Fashion .,PerfectGrove@example.com,15196cd334135edd8e7d01e6564cc357468f62d52f5bdb9e074be759da57dd38,15256919,Santander
S1212000036643,Smart Territory,https://www.SmartTerritoryb3h.com,Finding serenity in:  Entertainment .,SmartTerritory@example.com,3c3f013bb26706e7d1adb499262825d38cbcbf6486d67c9dab954a64a2ae5980,16107518,Santander
S1212000037589,Glamorous Distributors,https://www.GlamorousDistributorsku4.com,Discover the world of:  Mobiles & Tablets .,GlamorousDistributors@example.com,7fe2e3fffc1af3123a1ae0da1e1f5274be16c1edaed425b03c90a8bb95ae3131,35586876,Santander
S1212000038720,Special Merchants,https://www.SpecialMerchantsgYw.com,Where innovation thrives:  Men's Fashion .,SpecialMerchants@example.com,8b5c16c27867d35029a004d679475548a5981a43866d190117e1559942d5369e,38581881,Lloyds
S1212000039874,Creative Lab,https://www.CreativeLabh6j.com,"Where comfort meets:  Beauty & Grooming, Superstore, Kids & Baby .",CreativeLab@example.com,5e54591bcefceb176111b73079c31b9737ba1967a5d3a88ff0f2370ddd329570,87989119,HSBC
S1212000040941,Creative Station,https://www.CreativeStationKq2.com,"Embrace the beauty of:  Health & Sports, Home & Living, Mobiles & Tablets .",CreativeStation@example.com,1bf4b9c946bbb55100be926a1b132bf0cd08b7d423a22f7f65fddfe5a55ec2c9,49135339,Barclays
S1212000041122,Vintage Galaxy,https://www.VintageGalaxyfNZ.com,"Empowering you with:  Beauty & Grooming, Superstore .",VintageGalaxy@example.com,47cdb6e8eab418ebdce06f981f6c3bb15ad66b7302c0effbfdc5614e74f35651,37411300,Natwest
S1212000042408,Stylish Hive,https://www.StylishHivefUB.com,Your one-stop shop for:  Home & Living .,StylishHive@example.com,7717751d99ab0a2a8128c40217501c5e0e47df13f0ce6b970e37baa25a2d30ae,71857789,Lloyds
S1212000043234,Prime Room,https://www.PrimeRoomFWI.com,"A seller that provides:  School & Education, Men's Fashion .",PrimeRoom@example.com,2ba41314ff9c139e451d6f71f44fa8b5437368827006ed2331115aa53fd69fd9,19276212,Natwest
S1212000044920,Exquisite Market,https://www.ExquisiteMarketBUt.com,"Curating the best of:  Health & Sports, Computing, Books .",ExquisiteMarket@example.com,4fbcf4e0e7b0dfc9a501c4be0242b67bccb68dbb14dcfaa2bbd1747860cee28a,18102392,Natwest
S1212000045323,Fashionable Square,https://www.FashionableSquareaek.com,"Empowering you with:  School & Education, Books .",FashionableSquare@example.com,69895573f0238683c0bab6b6f31eaa1345e9d7648103f270a2d8236e78245411,54373601,HSBC
S1212000046265,Exquisite Hive,https://www.ExquisiteHiveUtb.com,"Unleash your passion for:  Mobiles & Tablets, Superstore .",ExquisiteHive@example.com,d70ddc8c722726a125dd19b6a150384ceb7673593204d38b7d4b038e26d98a21,72438203,Barclays
S1212000047316,Premium Fortress,https://www.PremiumFortress9V9.com,"Pioneering new frontiers in:  Books, Appliances .",PremiumFortress@example.com,9d889f2ce0b4367531c2fbdf87bba280a95c383f9e179e66525a7d9784ca15b0,80541686,Santander
S1212000048389,Flawless Emporium,https://www.FlawlessEmporium2Yj.com,Empowering you with:  Appliances .,FlawlessEmporium@example.com,950be479fb8c1fb47cafcdfb7cee6b921f84d506da246f8537be8d720de81a00,33990837,Lloyds
S1212000049680,Global Center,https://www.GlobalCenterY6W.com,"Transforming lives through:  Women's Fashion, Beauty & Grooming, Home & Living .",GlobalCenter@example.com,eea9e52f8edd51317f21c5d7692683f6214dc05b18aae834dc071fbd620441bf,50602571,Natwest
S1212000050171,Advanced Heaven,https://www.AdvancedHeaveng8L.com,"Unveiling the beauty of:  Superstore, Beauty & Grooming .",AdvancedHeaven@example.com,a70ecf2b812c149fdbd14edfd5476c0561bcdc14165fcceba386e141432d9853,71305376,Barclays
S1212000051687,Majestic Warehouse,https://www.MajesticWarehouseRJ0.com,"Pioneering new frontiers in:  Mobiles & Tablets, Computing, Superstore .",MajesticWarehouse@example.com,41503fcea71d76944b4a7b3d7bdad3b2286719a5b0efa3c86f3d3cffd0d1ac11,99141370,HSBC
S1212000052674,Premier Tower,https://www.PremierTowerwYH.com,Unlocking the potential of:  Books .,PremierTower@example.com,3dcc1adced88d5c53e8767459a4e05a4fccd1516b91e9ddcc66d236f2fb1e1d4,57255156,Lloyds
S1212000053240,Trendy Haven,https://www.TrendyHavenxd1.com,Where adventure awaits in:  School & Education .,TrendyHaven@example.com,3921fc6ab3f09a2c958d4c03371a903078b09de0c93d00532e1e2e808ca9b061,40531330,Natwest
S1212000054821,Premier Lab,https://www.PremierLabC5w.com,"Discover the world of:  School & Education, Health & Sports, Entertainment .",PremierLab@example.com,e7b4b7b290acfe066455f48fb1384097dc758cfc67ffe3f7a9a7d474ffed98db,95801656,Lloyds
S1212000055964,Fantastic Spot,https://www.FantasticSpot6k1.com,"Curating the best of:  Health & Sports, Appliances .",FantasticSpot@example.com,1f1a94d59f65ea92f167cef938c025c09dc97c4643273a5f471003f97d97cc0b,14597653,Santander
S1212000056958,Vintage Shops,https://www.VintageShopsG13.com,Where style meets substance:  Books .,VintageShops@example.com,5af3f1af1b5df9ba30bdf7d759adb95d71fc8c02a58c8d06111c980581f2df87,01047800,Barclays
S1212000057252,Vintage Hive,https://www.VintageHiveYX6.com,"Where elegance meets:  Books, Women's Fashion, School & Education .",VintageHive@example.com,0553251b3ae66041ddb868a9402278da917acb1ba056485f63abc1aec910a2ca,99183803,Barclays
S1212000058393,Prime Square,https://www.PrimeSquareVcG.com,"Specializing in:  Men's Fashion, School & Education .",PrimeSquare@example.com,45a41fba4dab44a3c814cd1b572a35f78fdbe4d000e6d12dfc9d8d9bae1229f4,81086526,HSBC
S1212000059376,Exquisite Corner,https://www.ExquisiteCornerDHb.com,"Experience the magic of:  Beauty & Grooming, Entertainment, Superstore .",ExquisiteCorner@example.com,5c95b2505e46fa84fb8058b724cbcc2ffac7ad74578a213391773835714b42f4,73008342,Santander
S1212000060562,Vibrant Territory,https://www.VibrantTerritoryN5t.com,"Weaving dreams with:  Beauty & Grooming, Kids & Baby, Home & Living .",VibrantTerritory@example.com,d1fbd38b99f2dbeb9f7c96f00bb162af085fbaf6a1d633c8f456227a0e77cfe6,87054898,Natwest
S1212000061140,Stylish Mansion,https://www.StylishMansionnyS.com,"Enabling your journey with:  Kids & Baby, Entertainment, Beauty & Grooming .",StylishMansion@example.com,5fd58a9c589427ea177d676b727397642d9d8a58da9277d79380cc440bf0da81,40331942,Lloyds
S1212000062530,Eco-friendly Fortress,https://www.Eco-friendlyFortressgN8.com,"Building a world of:  Men's Fashion, Books, Superstore .",Eco-friendlyFortress@example.com,221e4e82c0cf0df010a866e7e509c790c83ba84141ca6c09a926500840aa807f,45096183,Lloyds
S1212000063189,Advanced Center,https://www.AdvancedCenterIEv.com,Crafting excellence with:  Women's Fashion .,AdvancedCenter@example.com,1ea2cc61b538413acca84b690da8d8f0d891dd0ab4279ff0937b00756a009abb,19627242,Natwest
S1212000064415,Dynamic Club,https://www.DynamicClubp6v.com,"Where dreams become reality:  Kids & Baby, Mobiles & Tablets, Computing .",DynamicClub@example.com,bff863b72e4add2e9aad62cc6f8df0391184bf28fd3cce143c3283fd3428620a,56477290,Natwest
S1212000065322,Vintage Station,https://www.VintageStationC3G.com,"Crafting a legacy with:  Home & Living, Kids & Baby, Appliances .",VintageStation@example.com,fb8676feda6badf1f570a3bdb94383541fe2dd0ed6063ee91ee26a661eeb3989,33384640,Lloyds
S1212000066627,Eco-friendly Empire,https://www.Eco-friendlyEmpireRX0.com,"Where quality meets:  Men's Fashion, Books, Mobiles & Tablets .",Eco-friendlyEmpire@example.com,7c94bf49b5409cf9c599f7e5e86956e6ef382a883201bacbb2558e0f5936b712,31091339,Santander
S1212000067215,Splendid Merchants,https://www.SplendidMerchantsETh.com,"Connecting you to:  Women's Fashion, Computing .",SplendidMerchants@example.com,aeebe8eafba9561680b186b96580cd6132a3a1e13e89109bcddc282b16e747f6,17523101,Lloyds
S1212000068705,Trusted Hub,https://www.TrustedHubx7D.com,"Shaping the future with:  Men's Fashion, Entertainment, Women's Fashion .",TrustedHub@example.com,30d2a5b09c9e8798aa0e09d0f955709f141a10ad242343bd39128b0fcf3ef2fb,74614868,Santander
S1212000069873,Vibrant Station,https://www.VibrantStationwKF.com,Curating the best of:  Entertainment .,VibrantStation@example.com,24d02c5b67c5554bb57c59307e68b7367893f25fd2b74b5c1d729520cc8b07ff,78909604,HSBC
S1212000070846,Unique Collections,https://www.UniqueCollectionsqz6.com,"Where adventure awaits in:  Health & Sports, Superstore .",UniqueCollections@example.com,beb492c1dd661ae2cf2fb4a6bebd241c77a9634142c844c4e5f2bdd06a055d60,21621898,Lloyds
S1212000071555,Inspiring Forum,https://www.InspiringForum44Q.com,"Discovering treasures in:  Health & Sports, Kids & Baby, Computing .",InspiringForum@example.com,e14aa2c1bdd86f7b85113e46471a630a3fa89afd67119a29f5a2fc2a215555bd,87392369,Natwest
S1212000072697,Vintage Mart,https://www.VintageMartwzJ.com,"Creating wonders with:  Kids & Baby, Home & Living, Superstore .",VintageMart@example.com,b90b1e7defe600dc7aa8ac73b15d9b5649f70e73e45f80bd769d63bcb0b4e237,30423042,HSBC
S1212000073953,Creative Cave,https://www.CreativeCaveSho.com,Where quality meets:  Kids & Baby .,CreativeCave@example.com,0a900984f16bdd8350346a7db0274f45e76ad6e5fc4fc08b31399198e2483aa3,00823588,Natwest
S1212000074138,Dynamic Boutique,https://www.DynamicBoutique6JS.com,"Elevating your experience with:  Appliances, Home & Living, Mobiles & Tablets .",DynamicBoutique@example.com,525adc9e489c32b7a65dba26457dfb45d6fd020c05682d237b13abbfd043b0ae,27090656,Barclays
S1212000075258,Eco-friendly Haven,https://www.Eco-friendlyHavencMG.com,"A seller of a variety of products ranging from:  Home & Living, Entertainment .",Eco-friendlyHaven@example.com,67f52bbb5557565357b576d642290811e88b5fb187bc81bc50a4fd7e16cd1f53,47900972,Barclays
S1212000076851,Special Mart,https://www.SpecialMartLSz.com,Where elegance meets:  Home & Living .,SpecialMart@example.com,79021ec006ead39343dd0482775a4812eb252ddeb72ec1ee50f9ed1c185066f8,37429003,Natwest
S1212000077308,Wholesome Cave,https://www.WholesomeCaveBzq.com,"Elevating your experience with:  Women's Fashion, Superstore, Books .",WholesomeCave@example.com,50af0552e091e97d16875c3aa965df614e719dee037d4f2ff0f4242ddcd01319,14874193,Natwest
S1212000078473,Innovative Solutions,https://www.InnovativeSolutionsw0L.com,"Inspiring greatness with:  Men's Fashion, Appliances, Women's Fashion .",InnovativeSolutions@example.com,0db71b8bca7fc4439aa567b1c43751a5c27b1697d3b39948c4f332fe8d042f4c,11381319,Lloyds
S1212000079917,Prime Nest,https://www.PrimeNestjSL.com,Where adventure awaits in:  Home & Living .,PrimeNest@example.com,1c52579ec91cc2a8b0a8389b45cd6f6185975f9cbefe1182ebbc6204a3349990,63961159,HSBC
S1212000080133,Exquisite Galaxy,https://www.ExquisiteGalaxyOha.com,"Embrace the beauty of:  Health & Sports, Appliances, Kids & Baby .",ExquisiteGalaxy@example.com,e861f68e166774de30440c56eb063e724d1f21eb321357adb4d3383eb77585e2,07769792,HSBC
S1212000081615,Modern World,https://www.ModernWorldp1b.com,Discovering treasures in:  Mobiles & Tablets .,ModernWorld@example.com,0722005776dc6d6a58899de4c259ec31654614455be0816752a5c30aa7102c8e,91065360,Natwest
S1212000082112,Luxury Room,https://www.LuxuryRoomNnl.com,Enabling your journey with:  Superstore .,LuxuryRoom@example.com,a0b558ce4b67413b39e9ef5486493df2feebe07f2d6468d7f659c3e66010fd5b,88636193,Lloyds
S1212000083168,Sustainable Sanctuary,https://www.SustainableSanctuaryzhO.com,Embrace the beauty of:  Books .,SustainableSanctuary@example.com,2dd8b7bbed85c9b17ebbb92ff0220ac78ffdc55ed874bd3bb052e4537e353d63,30615673,HSBC
S1212000084994,Global Fortress,https://www.GlobalFortressh4i.com,Crafting excellence with:  Health & Sports .,GlobalFortress@example.com,302a456e38372813530ae7d3c44b23df86eb0c9c92dfcdf69736290f068f86a1,20737204,Lloyds
S1212000086508,Chic Territory,https://www.ChicTerritoryNba.com,"Empowering you with:  Home & Living, Computing, Kids & Baby .",ChicTerritory@example.com,1bf1f7d0713628c273b40f5c7dbc9759bd876e3d62c7defc36748f533daa6968,13065461,HSBC
S1212000087407,Splendid Spot,https://www.SplendidSpoti2g.com,Where happiness resides in:  Appliances .,SplendidSpot@example.com,7e4d5da5b4c7da0e4836267a50a1c7b1a8deca3f0d51ae49e9a9218f390b40a7,61304671,HSBC
S1212000088377,Luxury Warehouse,https://www.LuxuryWarehousemCt.com,Bringing joy through:  Entertainment .,LuxuryWarehouse@example.com,51dbf4d8a2fb56a037a8792b3e0686f8a912e632c3980388851f8dfd6fa29c98,02109290,Lloyds
S1212000089188,Vintage Heaven,https://www.VintageHeavenn7p.com,"Where dreams become reality:  Computing, Books, Beauty & Grooming .",VintageHeaven@example.com,cd286ab753e1c4c5a893290e904d1285642b9a26a7121eebb5de39c0686334fc,13619007,Natwest
S1212000090636,Upscale Goods,https://www.UpscaleGoodsgJS.com,"Explore our selection of:  Superstore, Books .",UpscaleGoods@example.com,d8421e3fb65f52492995cdab96188aec3a6991751d076ec978b443ba54583d4d,27609675,Natwest
S1212000091390,Timeless Stores,https://www.TimelessStoreslyA.com,"Where adventure awaits in:  Superstore, Women's Fashion .",TimelessStores@example.com,95f96687ba06f7f4696df0b272e0ce505377d84073eae893e0af8170d31c530a,65894354,Santander
S1212000092523,Vintage Traders,https://www.VintageTradersmtj.com,Where elegance reigns in:  Women's Fashion .,VintageTraders@example.com,b47de4a6ba3a343cb3b032bb7b430ab0b1e2528b36ca5332aedb5f4a743e1747,69280190,Natwest
S1212000093979,Dynamic Forum,https://www.DynamicForumDOl.com,Your one-stop shop for:  Entertainment .,DynamicForum@example.com,51ad7fdb53587a0341ecf97814ad9ddf076d52087cb281e0821e2090d63195e0,93158365,Natwest
S1212000094385,Flawless Coast,https://www.FlawlessCoasthg4.com,"Where style meets substance:  Health & Sports, Beauty & Grooming, Appliances .",FlawlessCoast@example.com,cbf65f5d0868076d5a829e67fe42da58a0b8114d0b743536bd0adfc026887208,75825872,Lloyds
S1212000095770,Upscale Deals,https://www.UpscaleDealsosW.com,"Where beauty blossoms in:  Appliances, Kids & Baby, Books .",UpscaleDeals@example.com,347fabb01dd3cab6d7e43454f6f3f01dfa02a7cfaf0c90d9fd0ebaef2322f0a4,91316558,Barclays
S1212000096220,Modern Center,https://www.ModernCenterQMY.com,"Enhancing your lifestyle with:  Mobiles & Tablets, Books .",ModernCenter@example.com,5891b4235ef54f6dbc0976b099d0bf6425790ace0beaf30691e462a17ef4f91b,98217446,Natwest
S1212000097209,Fresh Sanctuary,https://www.FreshSanctuaryw5I.com,Elevating your experience with:  Women's Fashion .,FreshSanctuary@example.com,11636f2ef60aa0b5ce3c47e1706efe1d70e86d06dcf2d0c1f9e0e4e7df1110b1,10393145,Santander
S1212000098257,Prime Outfitters,https://www.PrimeOutfittersfgd.com,Fulfilling your needs for:  Superstore .,PrimeOutfitters@example.com,84f1b2ebe72563bc927c7fb575e363fc8ac8760068ce4fa0da5cdd8ac023ad41,66666259,HSBC
S1212000099163,Creative Warehouse,https://www.CreativeWarehousejqV.com,Unlocking the potential of:  Beauty & Grooming .,CreativeWarehouse@example.com,d0d5c70ba48009036f2f4036584c7b268649a2cfccba1af4ccf858da2f81a240,50034002,Barclays
S1212000100582,Elegant Boutique,https://www.ElegantBoutiqueh0c.com,"Your one-stop shop for:  Entertainment, Mobiles & Tablets, Computing .",ElegantBoutique@example.com,12ee5c9be5787635cb050144a46109d2713797d432442e596e9a38a372fd70f0,18081893,Natwest
S1212000101576,Eco-friendly Emporium,https://www.Eco-friendlyEmporiumR0T.com,"A seller that provides:  Appliances, Entertainment, Home & Living .",Eco-friendlyEmporium@example.com,b0660497bcd6288fab66514dccc20c5cee06614a3a96298eba4260a6acaebd48,19363825,Natwest
S1212000102579,Premier World,https://www.PremierWorldKnB.com,"Unveiling the beauty of:  Superstore, Mobiles & Tablets .",PremierWorld@example.com,6bc28e23794f47dbb61e40a19c6926e5f6f0c0e8bfa3a2a61974a793ee4475a1,62565082,Santander
S1212000103810,Stylish Palace,https://www.StylishPalacefiG.com,"Fulfilling your needs for:  Women's Fashion, Superstore .",StylishPalace@example.com,1a67bc0c95a80570d280dff63ce462c02eca23c1b6b9ec42adc814846535426d,45643425,Santander
S1212000104166,Timeless Base,https://www.TimelessBaseZTs.com,Crafting dreams with:  Mobiles & Tablets .,TimelessBase@example.com,a83164a204638f0ae844f72a36c98384d07b7add0505e104e5c5f3a7544fb5d8,51937918,HSBC
S1212000105762,Dynamic Outfitters,https://www.DynamicOutfittersKHa.com,"Where adventure awaits in:  Home & Living, Beauty & Grooming, Mobiles & Tablets .",DynamicOutfitters@example.com,e1718ed370daba1a4b50c6dfd5b8b387d6e5d3f0fdd793e5ba2097001f3c7b3e,94978993,Barclays
S1212000106989,Special Mansion,https://www.SpecialMansionBZD.com,"Bringing you the best in:  Entertainment, Books .",SpecialMansion@example.com,069d6da251b29d99225a02a99eaae5dc7e7b1d246465056de26ce017f40619f5,99158711,Santander
S1212000107946,Luxury Galaxy,https://www.LuxuryGalaxyd6z.com,"Where comfort meets:  Health & Sports, Beauty & Grooming .",LuxuryGalaxy@example.com,c316aa60b95f75e0441531fb07fc70e98335b0f7e10e1dc2c360e07f9a2fc225,16715115,Lloyds
S1212000109264,Creative Center,https://www.CreativeCenter1Js.com,"Crafting memories with:  Men's Fashion, Entertainment, Beauty & Grooming .",CreativeCenter@example.com,ff0b166c06482f95475fe868444a59df30b8f3f59019425035e724760c798af1,51201155,Santander
S1212000110747,Dynamic Station,https://www.DynamicStationIGM.com,Crafting experiences with:  Appliances .,DynamicStation@example.com,62cd793fbbec35c21490796b07a008188cf2f6e0eefec5ef131e6957a285d3fb,09839368,Natwest
S1212000111150,Sustainable World,https://www.SustainableWorlde8w.com,"Where dreams become reality:  Appliances, Health & Sports, Women's Fashion .",SustainableWorld@example.com,19ec00dc4db9e2b08482f586e36ff2b3ac3399cb2507ce44ef6d1d7daef19029,69583205,Santander
S1212000113277,Majestic Center,https://www.MajesticCenterWue.com,"Unveiling the beauty of:  Entertainment, Mobiles & Tablets .",MajesticCenter@example.com,25c2f653adfb42f9443c475d2ea2c0c00c1723abe18510f5c19ac6775ab4b1fa,93538376,Natwest
S1212000114461,Premium Square,https://www.PremiumSquare3lb.com,"Creating wonders with:  Entertainment, Superstore .",PremiumSquare@example.com,cc5dc09ee5b3206d091e99bc2d0239ab0203289a3f1fc89a18e7e6f2cbe4e7d9,93033201,Lloyds
S1212000115335,Trusted Empire,https://www.TrustedEmpire1rd.com,"Where luxury meets:  Health & Sports, Women's Fashion, School & Education .",TrustedEmpire@example.com,3033c9795ce5f9a448b9c9dc7331e8e7067fd55ce1d621f72c80ce52d6495943,13800392,Natwest
S1212000116709,Ultimate Palace,https://www.UltimatePalacePUw.com,Crafting a legacy with:  Health & Sports .,UltimatePalace@example.com,e7875fefd2e34772dcf360aa8cca8c80356e87d639f7942ca8c2f759d877c9c2,30613954,Barclays
S1212000117429,Splendid Territory,https://www.SplendidTerritory1ha.com,"Creating wonders with:  Beauty & Grooming, Home & Living, Men's Fashion .",SplendidTerritory@example.com,6870803908e1e004587d3a1272490f9ff3e4c92f4c25de62a87270d60dc18a0b,22173998,HSBC
