"product_id","product_name","in_stock","available_units","price","seller_id","category_id","order_date","order_status","payment_type","buyer_id","address_type","first_name","last_name","email","password","user_type","expiry_date","shipping","delivery_date","remaining_available_units"
"P1812000357959","Sleek Sneakers","yes",181,2.99,"S1212000145379","C1912000009328",2022-09-01 08:10:51.300404,"Cancelled","Cash","B1312000314240","Work","Gawain","Ortensia","Gawain.Ortensia@yahoo.com","079e98c7511c4ba57c80875a74bcea208a2c5af3731fc218cbd8970015ea52b8","VIP",2024-11-14,0,2022-09-01 08:10:52.300404,NA
"P1812000432483","Stylish Tablet","yes",472,4.99,"S1212000108184","C1912000007217",2022-09-01 08:59:20.744631,"Cancelled","Cash","B1312000666985","Work","Beadie","Blythe","Beadie.Blythe@yahoo.com","bf0375476dacfed3b8960b9287469c4d6eeef2412697d74fb31b930b53a3c516","Basic",2024-12-11,10,2022-09-01 08:59:23.744631,NA
"P1812000037589","Versatile Vacuum Cleaner","yes",489,35.99,"S1212000143425","C1912000001514",2022-09-01 08:59:20.744631,"Cancelled","Cash","B1312000666985","Work","Beadie","Blythe","Beadie.Blythe@yahoo.com","bf0375476dacfed3b8960b9287469c4d6eeef2412697d74fb31b930b53a3c516","Basic",2024-12-11,10,2022-09-01 08:59:23.744631,NA
"P1812000014701","Flexible Gaming Console","yes",190,47.99,"S1212000045323","C1912000005294",2022-09-01 08:59:20.744631,"Cancelled","Cash","B1312000666985","Work","Beadie","Blythe","Beadie.Blythe@yahoo.com","bf0375476dacfed3b8960b9287469c4d6eeef2412697d74fb31b930b53a3c516","Basic",2024-12-11,10,2022-09-01 08:59:23.744631,NA
"P1812000162978","Gorgeous Tablet","yes",464,3.99,"S1212000055964","C1912000007217",2022-09-01 08:59:20.744631,"Cancelled","Cash","B1312000666985","Work","Beadie","Blythe","Beadie.Blythe@yahoo.com","bf0375476dacfed3b8960b9287469c4d6eeef2412697d74fb31b930b53a3c516","Basic",2024-12-11,10,2022-09-01 08:59:23.744631,NA
"P1812000338442","Practical Headphones","yes",204,64.99,"S1212000012473","C1912000005294",2022-09-01 09:12:53.777014,"Delivered","Card","B1312000558855","Work","Samule","Kwanda","Samule.Kwanda@gmail.com","eec809e96d3e3682ce02930386a4c488444fd4de810d56abcdfb636cff6bc535","Premium",2024-03-22,0,2022-09-01 09:12:55.777014,NA
"P1812000379214","Innovative Cookware Set","yes",200,3.99,"S1212000108184","C1912000007217",2022-09-01 09:12:53.777014,"Delivered","Card","B1312000558855","Work","Samule","Kwanda","Samule.Kwanda@gmail.com","eec809e96d3e3682ce02930386a4c488444fd4de810d56abcdfb636cff6bc535","Premium",2024-03-22,0,2022-09-01 09:12:55.777014,NA
"P1812000208139","Compact Couch","yes",144,3.99,"S1212000192805","C1912000007217",2022-09-01 09:12:53.777014,"Delivered","Card","B1312000558855","Work","Samule","Kwanda","Samule.Kwanda@gmail.com","eec809e96d3e3682ce02930386a4c488444fd4de810d56abcdfb636cff6bc535","Premium",2024-03-22,0,2022-09-01 09:12:55.777014,NA
"P1812000385781","Modern Sneakers","yes",74,3.99,"S1212000049680","C1912000009328",2022-09-01 09:12:53.777014,"Delivered","Card","B1312000558855","Work","Samule","Kwanda","Samule.Kwanda@gmail.com","eec809e96d3e3682ce02930386a4c488444fd4de810d56abcdfb636cff6bc535","Premium",2024-03-22,0,2022-09-01 09:12:55.777014,NA
"P1812000136713","Gorgeous Jacket","yes",348,2.99,"S1212000049680","C1912000009328",2022-09-01 09:40:53.928714,"Delivered","Card","B1312000697237","Work","Tenzin","Moyra","Tenzin.Moyra@gmail.com","899e930da2a12d6d7097e6f7165ee28ecbccdc1ea5c0aa446769ce57a25287a5","Premium",2024-04-03,0,2022-09-01 09:40:55.928714,NA
"P1812000436414","Stylish Cookware Set","yes",26,4.99,"S1212000199527","C1912000007217",2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home","Rondall","Talyssa","Rondall.Talyssa@gmail.com","de0fba988f5015b72c46621c1af36936943f83d22b172fb85a1ebef6d30c0497","VIP",2024-06-28,0,2022-09-01 10:57:30.062309,NA
"P1812000481678","Sleek Headphones","yes",495,39.99,"S1212000080133","C1912000005294",2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home","Rondall","Talyssa","Rondall.Talyssa@gmail.com","de0fba988f5015b72c46621c1af36936943f83d22b172fb85a1ebef6d30c0497","VIP",2024-06-28,0,2022-09-01 10:57:30.062309,NA
"P1812000165868","Eco-Friendly Tablet","yes",298,3.99,"S1212000055964","C1912000007217",2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home","Rondall","Talyssa","Rondall.Talyssa@gmail.com","de0fba988f5015b72c46621c1af36936943f83d22b172fb85a1ebef6d30c0497","VIP",2024-06-28,0,2022-09-01 10:57:30.062309,NA
"P1812000329607","Futuristic Perfume","yes",198,3.99,"S1212000058393","C1912000002562",2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home","Rondall","Talyssa","Rondall.Talyssa@gmail.com","de0fba988f5015b72c46621c1af36936943f83d22b172fb85a1ebef6d30c0497","VIP",2024-06-28,0,2022-09-01 10:57:30.062309,NA
"P1812000349833","Sustainable Television","yes",455,69.99,"S1212000007217","C1912000005294",2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home","Rondall","Talyssa","Rondall.Talyssa@gmail.com","de0fba988f5015b72c46621c1af36936943f83d22b172fb85a1ebef6d30c0497","VIP",2024-06-28,0,2022-09-01 10:57:30.062309,NA
"P1812000228726","Compact Earphones","yes",453,58.99,"S1212000100582","C1912000005294",2022-09-01 10:57:29.062309,"Delivered","Card","B1312000536418","Home","Rondall","Talyssa","Rondall.Talyssa@gmail.com","de0fba988f5015b72c46621c1af36936943f83d22b172fb85a1ebef6d30c0497","VIP",2024-06-28,0,2022-09-01 10:57:30.062309,NA
"P1812000312276","Robust Backpack","yes",489,3.99,"S1212000049680","C1912000009328",2022-09-01 11:03:50.583253,"Cancelled","Cash","B1312000178263","Work","Deserae","Ashlea","Deserae.Ashlea@outlook.com","15b60437b99cd6baaea2380f0d9e138aaf0e6437b6dbdd8c6e43e5caa5c6f883","Basic",2024-08-13,10,2022-09-01 11:03:53.583253,NA
"P1812000478218","Premium Backpack","yes",73,2.99,"S1212000004625","C1912000009328",2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home","Epifanio","Hakop","Epifanio.Hakop@hotmail.com","c1dd4b293f4e4a5821ec1591818debe5f731898634215d3e2552b25f596274eb","VIP",2024-05-26,0,2022-09-01 11:11:18.494649,NA
"P1812000307309","Elegant Alarm Clock","yes",424,4.99,"S1212000108184","C1912000007217",2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home","Epifanio","Hakop","Epifanio.Hakop@hotmail.com","c1dd4b293f4e4a5821ec1591818debe5f731898634215d3e2552b25f596274eb","VIP",2024-05-26,0,2022-09-01 11:11:18.494649,NA
"P1812000495711","Eco-Friendly Air Purifier","yes",306,32.99,"S1212000006917","C1912000001514",2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home","Epifanio","Hakop","Epifanio.Hakop@hotmail.com","c1dd4b293f4e4a5821ec1591818debe5f731898634215d3e2552b25f596274eb","VIP",2024-05-26,0,2022-09-01 11:11:18.494649,NA
"P1812000314240","Robust Air Purifier","yes",357,26.99,"S1212000140254","C1912000001514",2022-09-01 11:11:17.494649,"Cancelled","Cash","B1312000625719","Home","Epifanio","Hakop","Epifanio.Hakop@hotmail.com","c1dd4b293f4e4a5821ec1591818debe5f731898634215d3e2552b25f596274eb","VIP",2024-05-26,0,2022-09-01 11:11:18.494649,NA
"P1812000236663","Chic Speaker","yes",491,57.99,"S1212000012473","C1912000005294",2022-09-01 11:12:24.758396,"Cancelled","Cash","B1312000408560","Work","Haely","Colonel","Haely.Colonel@aol.com","c19599c0f73bdea8eac3cc2258ca370be8a6bf46c185133fa942d8999bc9b97e","Basic",2025-03-15,10,2022-09-01 11:12:27.758396,NA
"P1812000399843","Elegant Smartwatch","yes",73,55.99,"S1212000122884","C1912000010343",2022-09-01 11:14:27.608967,"Cancelled","Cash","B1312000265765","Work","Bernadett","Hunberto","Bernadett.Hunberto@gmail.com","fc3805c416c905cc489fd8890474a520ec1a6841b925aca753ab22c21578e902","VIP",2024-10-14,0,2022-09-01 11:14:28.608967,NA
"P1812000059376","Elegant Jacket","yes",483,2.99,"S1212000004625","C1912000009328",2022-09-01 11:53:46.703011,"Delivered","Cash","B1312000074138","Home","Jeter","Keirra","Jeter.Keirra@gmail.com","a424aff8a8c7278896d322608f2f906bf655be5cfc3f4f789a87b465ecfb82c9","Basic",2024-05-26,10,2022-09-01 11:53:49.703011,NA
"P1812000029689","High-Quality Cookware Set","yes",359,3.99,"S1212000192805","C1912000007217",2022-09-01 11:53:46.703011,"Delivered","Cash","B1312000074138","Home","Jeter","Keirra","Jeter.Keirra@gmail.com","a424aff8a8c7278896d322608f2f906bf655be5cfc3f4f789a87b465ecfb82c9","Basic",2024-05-26,10,2022-09-01 11:53:49.703011,NA
"P1812000034943","Innovative Fitness Tracker","yes",247,4.99,"S1212000196809","C1912000006917",2022-09-01 13:26:47.575556,"Delivered","Card","B1312000269597","Work","Camiya","Danayla","Camiya.Danayla@aol.com","81c0e6ac724df07bcc58a328c192feb96181174678b1ce3d47699a65af43cd7c","Premium",2024-09-12,0,2022-09-01 13:26:49.575556,NA
"P1812000453567","Stylish Speaker","yes",213,42.99,"S1212000045323","C1912000005294",2022-09-01 13:26:47.575556,"Delivered","Card","B1312000269597","Work","Camiya","Danayla","Camiya.Danayla@aol.com","81c0e6ac724df07bcc58a328c192feb96181174678b1ce3d47699a65af43cd7c","Premium",2024-09-12,0,2022-09-01 13:26:49.575556,NA
"P1812000026748","Comfortable Blender","yes",396,39.99,"S1212000006917","C1912000001514",2022-09-01 13:26:47.575556,"Delivered","Card","B1312000269597","Work","Camiya","Danayla","Camiya.Danayla@aol.com","81c0e6ac724df07bcc58a328c192feb96181174678b1ce3d47699a65af43cd7c","Premium",2024-09-12,0,2022-09-01 13:26:49.575556,NA
"P1812000259436","Elegant Sunglasses","yes",172,5.99,"S1212000152438","C1912000013764",2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home","Reshaun","Tzivia","Reshaun.Tzivia@yahoo.com","9da2d8053ed757a68ef5ed74eeffb2d61c25bd3b291e51ddce61211ebdb0ca55","VIP",2024-12-15,0,2022-09-01 13:32:55.378374,NA
"P1812000033472","Dynamic Gaming Console","yes",249,54.99,"S1212000095770","C1912000005294",2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home","Reshaun","Tzivia","Reshaun.Tzivia@yahoo.com","9da2d8053ed757a68ef5ed74eeffb2d61c25bd3b291e51ddce61211ebdb0ca55","VIP",2024-12-15,0,2022-09-01 13:32:55.378374,NA
"P1812000178263","Dynamic Dress","yes",240,6.99,"S1212000011113","C1912000013764",2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home","Reshaun","Tzivia","Reshaun.Tzivia@yahoo.com","9da2d8053ed757a68ef5ed74eeffb2d61c25bd3b291e51ddce61211ebdb0ca55","VIP",2024-12-15,0,2022-09-01 13:32:55.378374,NA
"P1812000435502","Innovative Couch","yes",425,4.99,"S1212000199527","C1912000007217",2022-09-01 13:32:54.378374,"Delivered","Cash","B1312000582726","Home","Reshaun","Tzivia","Reshaun.Tzivia@yahoo.com","9da2d8053ed757a68ef5ed74eeffb2d61c25bd3b291e51ddce61211ebdb0ca55","VIP",2024-12-15,0,2022-09-01 13:32:55.378374,NA
"P1812000121785","Fashionable Hand Mixer","yes",485,27.99,"S1212000106989","C1912000001514",2022-09-01 14:54:20.459898,"Delivered","Cash","B1312000693431","Work","Dicy","Cameo","Dicy.Cameo@outlook.com","808725dec41bb84e6032a54cbf4184541fa4df3097097c5c56832c72542d8e69","Basic",2024-11-15,10,2022-09-01 14:54:23.459898,NA
"P1812000343210","Comfortable Calculator","yes",116,1.99,"S1212000171443","C1912000011113",2022-09-01 14:54:20.459898,"Delivered","Cash","B1312000693431","Work","Dicy","Cameo","Dicy.Cameo@outlook.com","808725dec41bb84e6032a54cbf4184541fa4df3097097c5c56832c72542d8e69","Basic",2024-11-15,10,2022-09-01 14:54:23.459898,NA
"P1812000281615","Modern Running Shoes","yes",277,2.99,"S1212000119226","C1912000006917",2022-09-01 15:55:21.683532,"Delivered","Card","B1312000576723","Home","Jamariah","Tavian","Jamariah.Tavian@gmail.com","6449469ceefcb69449c5dcd800e2856fad2e69f64e733671507fdaef69e3f9a4","Premium",2024-11-10,0,2022-09-01 15:55:23.683532,NA
"P1812000050171","Portable Vacuum Cleaner","yes",194,23.99,"S1212000029689","C1912000001514",2022-09-01 15:55:21.683532,"Delivered","Card","B1312000576723","Home","Jamariah","Tavian","Jamariah.Tavian@gmail.com","6449469ceefcb69449c5dcd800e2856fad2e69f64e733671507fdaef69e3f9a4","Premium",2024-11-10,0,2022-09-01 15:55:23.683532,NA
"P1812000409240","Powerful Backpack","yes",251,2.99,"S1212000145379","C1912000009328",2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home","Rino","Grant","Rino.Grant@outlook.com","095b3f9ade1e3975ece0ad6f919711fab9a6d515715b4d4ae209a385ad301c0d","VIP",2024-06-25,0,2022-09-01 18:24:37.063609,NA
"P1812000035242","Powerful Gym Equipment","yes",420,3.99,"S1212000117429","C1912000006917",2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home","Rino","Grant","Rino.Grant@outlook.com","095b3f9ade1e3975ece0ad6f919711fab9a6d515715b4d4ae209a385ad301c0d","VIP",2024-06-25,0,2022-09-01 18:24:37.063609,NA
"P1812000497892","Durable Tablet","yes",179,3.99,"S1212000199527","C1912000007217",2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home","Rino","Grant","Rino.Grant@outlook.com","095b3f9ade1e3975ece0ad6f919711fab9a6d515715b4d4ae209a385ad301c0d","VIP",2024-06-25,0,2022-09-01 18:24:37.063609,NA
"P1812000077308","Practical Vacuum Cleaner","yes",313,27.99,"S1212000092523","C1912000001514",2022-09-01 18:24:36.063609,"Delivered","Card","B1312000009328","Home","Rino","Grant","Rino.Grant@outlook.com","095b3f9ade1e3975ece0ad6f919711fab9a6d515715b4d4ae209a385ad301c0d","VIP",2024-06-25,0,2022-09-01 18:24:37.063609,NA
"P1812000129946","Fashionable Running Shoes","yes",134,3.99,"S1212000111150","C1912000006917",2022-09-01 19:22:49.718528,"Delivered","Cash","B1312000486589","Work","Merlin","Keiasia","Merlin.Keiasia@aol.com","e5510da946bd96663532a606ec1d6a6c1f44b5096eacefdb4188da56a1f4a0ea","VIP",2025-02-13,0,2022-09-01 19:22:50.718528,NA
"P1812000484135","High-Performance Dress","yes",369,4.99,"S1212000115335","C1912000013764",2022-09-01 19:22:49.718528,"Delivered","Cash","B1312000486589","Work","Merlin","Keiasia","Merlin.Keiasia@aol.com","e5510da946bd96663532a606ec1d6a6c1f44b5096eacefdb4188da56a1f4a0ea","VIP",2025-02-13,0,2022-09-01 19:22:50.718528,NA
"P1812000038720","Sleek Sneakers","yes",34,3.99,"S1212000049680","C1912000009328",2022-09-01 19:22:49.718528,"Delivered","Cash","B1312000486589","Work","Merlin","Keiasia","Merlin.Keiasia@aol.com","e5510da946bd96663532a606ec1d6a6c1f44b5096eacefdb4188da56a1f4a0ea","VIP",2025-02-13,0,2022-09-01 19:22:50.718528,NA
"P1812000489731","Elegant Face Cream","yes",165,3.99,"S1212000067215","C1912000002562",2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home","Toussaint","Elliyana","Toussaint.Elliyana@aol.com","f066834c19954baeaa461250b80cbd476fd6533a88cd352e9131c7af6005e94c","Premium",2024-09-12,0,2022-09-01 20:15:54.278111,NA
"P1812000265765","Sleek Running Shoes","yes",157,4.99,"S1212000035242","C1912000006917",2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home","Toussaint","Elliyana","Toussaint.Elliyana@aol.com","f066834c19954baeaa461250b80cbd476fd6533a88cd352e9131c7af6005e94c","Premium",2024-09-12,0,2022-09-01 20:15:54.278111,NA
"P1812000226864","Sophisticated Vacuum Cleaner","yes",254,30.99,"S1212000029689","C1912000001514",2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home","Toussaint","Elliyana","Toussaint.Elliyana@aol.com","f066834c19954baeaa461250b80cbd476fd6533a88cd352e9131c7af6005e94c","Premium",2024-09-12,0,2022-09-01 20:15:54.278111,NA
"P1812000317229","Dynamic Television","yes",490,66.99,"S1212000012473","C1912000005294",2022-09-01 20:15:52.278111,"Cancelled","Cash","B1312000589472","Home","Toussaint","Elliyana","Toussaint.Elliyana@aol.com","f066834c19954baeaa461250b80cbd476fd6533a88cd352e9131c7af6005e94c","Premium",2024-09-12,0,2022-09-01 20:15:54.278111,NA
"P1812000078473","Affordable Earphones","yes",176,43.99,"S1212000100582","C1912000005294",2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work","Ginny","Lyn","Ginny.Lyn@gmail.com","6f925b2577c0b5794a9d0166189d71cc758ca05d8eba6a0a12c32ce55bc9a47b","Premium",2024-05-29,0,2022-09-01 20:25:21.281574,NA
"P1812000056958","Luxurious Gaming Console","yes",344,49.99,"S1212000080133","C1912000005294",2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work","Ginny","Lyn","Ginny.Lyn@gmail.com","6f925b2577c0b5794a9d0166189d71cc758ca05d8eba6a0a12c32ce55bc9a47b","Premium",2024-05-29,0,2022-09-01 20:25:21.281574,NA
"P1812000372193","Sleek Desk","yes",363,4.99,"S1212000108184","C1912000007217",2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work","Ginny","Lyn","Ginny.Lyn@gmail.com","6f925b2577c0b5794a9d0166189d71cc758ca05d8eba6a0a12c32ce55bc9a47b","Premium",2024-05-29,0,2022-09-01 20:25:21.281574,NA
"P1812000233974","Comfortable Baby Carrier","yes",390,2.99,"S1212000079917","C1912000008398",2022-09-01 20:25:19.281574,"Cancelled","Card","B1312000232304","Work","Ginny","Lyn","Ginny.Lyn@gmail.com","6f925b2577c0b5794a9d0166189d71cc758ca05d8eba6a0a12c32ce55bc9a47b","Premium",2024-05-29,0,2022-09-01 20:25:21.281574,NA
"P1812000460725","High-Performance Refrigerator","yes",321,30.99,"S1212000092523","C1912000001514",2022-09-01 20:32:48.167873,"Delivered","Cash","B1312000025525","Home","Deepa","Domenica","Deepa.Domenica@yahoo.com","c435ba544a58f6ae364adb7230da79e785b2c92dfbe0eacc0be9f7f107cc3c2e","Basic",2024-07-28,NA,2022-09-01 20:32:51.167873,NA
"P1812000006917","Fashionable Air Purifier","yes",67,40.99,"S1212000140254","C1912000001514",2022-09-01 20:32:48.167873,"Delivered","Cash","B1312000025525","Home","Deepa","Domenica","Deepa.Domenica@yahoo.com","c435ba544a58f6ae364adb7230da79e785b2c92dfbe0eacc0be9f7f107cc3c2e","Basic",2024-07-28,NA,2022-09-01 20:32:51.167873,NA
"P1812000206480","Fashionable Gaming Console","yes",59,55.99,"S1212000100582","C1912000005294",2022-09-01 20:32:48.167873,"Delivered","Cash","B1312000025525","Home","Deepa","Domenica","Deepa.Domenica@yahoo.com","c435ba544a58f6ae364adb7230da79e785b2c92dfbe0eacc0be9f7f107cc3c2e","Basic",2024-07-28,NA,2022-09-01 20:32:51.167873,NA
"P1812000307309","Elegant Alarm Clock","yes",424,4.99,"S1212000108184","C1912000007217",2022-09-01 21:35:22.351534,"Delivered","Card","B1312000785843","Work","Jenny","Cay","Jenny.Cay@yahoo.com","9e108748665a26ebb562c604e5bbae972d295eed8f1ecef9aee401c5941ddded","VIP",2025-02-20,0,2022-09-01 21:35:23.351534,NA
